dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
2019-08-22 21:00:00 +0000 UTC,16.53,16.16,16.91,1024,74,4.07,134,96
2019-08-22 22:00:00 +0000 UTC,14.19,13.14,14.86,1024,82,3.74,135,97
2019-08-22 23:00:00 +0000 UTC,13.94,13.46,14.17,1025,83,3.72,137,64
2019-08-23 00:00:00 +0000 UTC,13.53,13.26,13.94,1025,84,3.64,134,55
2019-08-23 01:00:00 +0000 UTC,13.15,12.84,13.69,1025,84,3.55,129,51
2019-08-23 02:00:00 +0000 UTC,13.14,11.34,13.86,1024,84,3.35,116,73
2019-08-23 03:00:00 +0000 UTC,12.44,11.84,13.16,1024,93,3.41,104,95
2019-08-23 04:00:00 +0000 UTC,12.76,11.84,13.49,1023,92,3.49,106,100
2019-08-23 05:00:00 +0000 UTC,13.07,11.84,13.78,1023,89,2.32,132,100
2019-08-23 06:00:00 +0000 UTC,13.04,11.46,13.78,1023,86,2.04,145,100
2019-08-23 07:00:00 +0000 UTC,13.01,11.76,13.76,1022,85,2.56,149,100
2019-08-23 08:00:00 +0000 UTC,13.28,11.84,13.95,1022,86,2.62,126,96
2019-08-23 09:00:00 +0000 UTC,12.99,11.34,13.6,1023,90,2.48,150,88
2019-08-23 10:00:00 +0000 UTC,13.52,11.64,14.11,1024,86,2.37,134,98
2019-08-23 11:00:00 +0000 UTC,13,11.84,13.55,1023,91,3.38,83,84
2019-08-23 12:00:00 +0000 UTC,13.28,12.87,14.46,1023,89,2.05,65,76
2019-08-23 13:00:00 +0000 UTC,13.59,13.21,17.76,1023,86,0.06,84,44
2019-08-23 14:00:00 +0000 UTC,14.73,14.3,19.26,1022,83,0.28,245,3
2019-08-23 15:00:00 +0000 UTC,19.66,19.37,20.14,1021,55,0.51,238,2
2019-08-23 16:00:00 +0000 UTC,20.84,20.51,21.46,1020,53,1.89,229,48
2019-08-23 17:00:00 +0000 UTC,21.49,21.08,22.36,1019,52,2.24,227,87
2019-08-23 18:00:00 +0000 UTC,21.3,20.99,22.76,1019,53,2.46,228,82
2019-08-23 19:00:00 +0000 UTC,21.32,21.13,21.64,1019,51,2.64,221,79
2019-08-23 20:00:00 +0000 UTC,20.92,19.84,21.76,1019,56,2.22,196,87
2019-08-23 21:00:00 +0000 UTC,19.65,19.38,19.96,1020,63,2.65,158,60
2019-08-23 22:00:00 +0000 UTC,16.22,15.85,17.96,1021,76,3.38,137,16
2019-08-23 23:00:00 +0000 UTC,15.13,14.77,15.72,1022,83,3.5,124,10
2019-08-24 00:00:00 +0000 UTC,14.2,13.84,14.53,1022,87,3.14,115,4
2019-08-24 01:00:00 +0000 UTC,13.89,13.61,14.76,1023,88,3.18,116,16
2019-08-24 02:00:00 +0000 UTC,13.64,13.43,14.07,1023,88,3.48,120,37
2019-08-24 03:00:00 +0000 UTC,13.11,12.76,13.53,1024,92,3.82,121,74
2019-08-24 04:00:00 +0000 UTC,13.38,12.64,13.86,1023,89,3.87,121,81
2019-08-24 05:00:00 +0000 UTC,12.95,12.34,13.43,1023,88,3.88,123,90
2019-08-24 06:00:00 +0000 UTC,12.42,12.03,13.26,1023,87,3.76,125,98
2019-08-24 07:00:00 +0000 UTC,12.36,12.09,12.88,1022,87,3.6,124,99
2019-08-24 08:00:00 +0000 UTC,12.63,11.14,13.24,1023,86,3.54,126,91
2019-08-24 09:00:00 +0000 UTC,12.59,11.64,13.2,1023,85,3.92,126,98
2019-08-24 10:00:00 +0000 UTC,14.38,11.84,14.93,1024,75,3.81,126,97
2019-08-24 11:00:00 +0000 UTC,13.95,12.84,14.42,1025,79,3.98,122,99
2019-08-24 12:00:00 +0000 UTC,14.15,13.14,14.56,1026,81,3.65,115,99
2019-08-24 13:00:00 +0000 UTC,14.29,13.83,14.66,1026,82,3.42,109,96
2019-08-24 14:00:00 +0000 UTC,14.53,14.03,15.34,1026,85,3.31,102,65
2019-08-24 15:00:00 +0000 UTC,17.92,16.14,18.96,1025,61,3.15,102,47
2019-08-24 16:00:00 +0000 UTC,18.53,17.14,20.26,1024,60,3.12,109,38
2019-08-24 17:00:00 +0000 UTC,18.85,18.29,19.96,1023,60,3.42,119,19
2019-08-24 18:00:00 +0000 UTC,19.18,18.34,20.26,1023,59,3.9,124,28
2019-08-24 19:00:00 +0000 UTC,19.04,18.14,20.46,1023,58,4.51,127,30
2019-08-24 20:00:00 +0000 UTC,18.43,16.84,18.96,1023,58,4.84,129,36
2019-08-24 21:00:00 +0000 UTC,16.53,15.14,17.26,1024,72,4.8,129,48
2019-08-24 22:00:00 +0000 UTC,13.25,13.03,13.84,1025,84,4.73,127,35
2019-08-24 23:00:00 +0000 UTC,12.97,12.74,13.96,1026,86,4.36,124,27
2019-08-25 00:00:00 +0000 UTC,13.03,12.78,13.74,1026,85,4.47,122,34
2019-08-25 01:00:00 +0000 UTC,13.02,12.26,13.6,1027,84,4.48,119,53
2019-08-25 02:00:00 +0000 UTC,12.94,12.55,13.54,1027,84,4.42,117,76
2019-08-25 03:00:00 +0000 UTC,12.24,11.85,13.24,1027,90,4.31,116,81
2019-08-25 04:00:00 +0000 UTC,12.53,11.96,13.14,1027,88,4.23,116,95
2019-08-25 05:00:00 +0000 UTC,12.67,11.96,13.15,1026,88,4.16,117,85
2019-08-25 06:00:00 +0000 UTC,12.53,11.46,12.97,1026,88,4.95,117,99
2019-08-25 07:00:00 +0000 UTC,12.39,11.26,12.93,1025,88,4.49,119,93
2019-08-25 08:00:00 +0000 UTC,12.53,11.46,13.01,1026,87,4.48,121,99
2019-08-25 09:00:00 +0000 UTC,12.14,11.83,12.58,1026,91,4.62,121,96
2019-08-25 10:00:00 +0000 UTC,14.39,10.96,15.07,1026,76,4.03,119,89
2019-08-25 11:00:00 +0000 UTC,14.93,12.76,15.45,1027,77,4.95,116,85
2019-08-25 12:00:00 +0000 UTC,14.86,14.51,15.16,1028,79,5.09,110,90
2019-08-25 13:00:00 +0000 UTC,14.76,14.15,16.96,1028,81,4.83,110,77
2019-08-25 14:00:00 +0000 UTC,15.64,14.8,18.96,1027,81,4.67,111,27
2019-08-25 15:00:00 +0000 UTC,19.73,18.91,21.36,1026,56,4.52,114,5
2019-08-25 16:00:00 +0000 UTC,20.37,19.46,22.96,1025,55,4.39,117,1
2019-08-25 17:00:00 +0000 UTC,20.6,19.71,22.76,1024,55,4.4,119,2
2019-08-25 18:00:00 +0000 UTC,20.67,19.82,23.36,1023,56,4.64,119,0
2019-08-25 19:00:00 +0000 UTC,20.17,19.24,22.96,1024,58,4.97,122,1
2019-08-25 20:00:00 +0000 UTC,18.96,17.34,20.46,1024,60,5.18,128,0
2019-08-25 21:00:00 +0000 UTC,16.64,15.64,18.46,1024,74,5.06,129,1
2019-08-25 22:00:00 +0000 UTC,14.2,13.8,14.5,1025,82,4.89,129,5
2019-08-25 23:00:00 +0000 UTC,13.92,12.84,14.76,1026,81,4.9,124,7
2019-08-26 00:00:00 +0000 UTC,13.15,12.24,13.46,1026,80,4.89,121,15
2019-08-26 01:00:00 +0000 UTC,13.01,12.34,13.36,1026,79,4.78,120,15
2019-08-26 02:00:00 +0000 UTC,12.82,12.26,13.17,1027,79,4.53,121,16
2019-08-26 03:00:00 +0000 UTC,11.45,11.1,11.92,1026,88,4.36,120,18
2019-08-26 04:00:00 +0000 UTC,11.21,10.91,11.72,1026,90,4.14,120,20
2019-08-26 05:00:00 +0000 UTC,11.37,11.12,12.74,1025,91,4.03,122,25
2019-08-26 06:00:00 +0000 UTC,10.91,10.52,12.84,1025,93,3.94,122,23
2019-08-26 07:00:00 +0000 UTC,10.99,10.57,12.84,1024,93,3.82,120,19
2019-08-26 08:00:00 +0000 UTC,11.16,10.76,13.14,1024,93,3.58,116,25
2019-08-26 09:00:00 +0000 UTC,10.77,10.34,13.24,1025,95,3.36,112,18
2019-08-26 10:00:00 +0000 UTC,13.7,13.34,14.36,1025,87,3.33,103,80
2019-08-26 11:00:00 +0000 UTC,13.69,13.41,15.14,1025,88,3.75,99,83
2019-08-26 12:00:00 +0000 UTC,15.07,14.52,17.86,1025,86,3.94,93,61
2019-08-26 13:00:00 +0000 UTC,16.22,15.47,20.76,1025,84,3.67,87,34
2019-08-26 14:00:00 +0000 UTC,17.56,16.75,22.36,1024,81,3.27,81,66
2019-08-26 15:00:00 +0000 UTC,22.7,21.84,23.96,1023,57,2.95,80,88
2019-08-26 16:00:00 +0000 UTC,23.64,22.84,25.36,1022,56,2.89,83,88
2019-08-26 17:00:00 +0000 UTC,24.26,23.49,26.26,1021,56,2.97,86,93
2019-08-26 18:00:00 +0000 UTC,24.29,23.44,27.46,1020,56,2.83,92,82
2019-08-26 19:00:00 +0000 UTC,24.2,23.3,27.76,1020,57,2.97,100,84
2019-08-26 20:00:00 +0000 UTC,23.33,22.36,24.96,1020,58,2.79,118,74
2019-08-26 21:00:00 +0000 UTC,21.75,18.24,22.96,1021,72,3.86,132,34
2019-08-26 22:00:00 +0000 UTC,18.26,16.34,21.96,1022,85,4.78,136,35
2019-08-26 23:00:00 +0000 UTC,16.72,15.84,17.76,1023,90,4.67,133,63
2019-08-27 00:00:00 +0000 UTC,16.31,16.04,16.59,1023,90,4.35,125,84
2019-08-27 01:00:00 +0000 UTC,15.88,15.73,16.26,1023,88,4.22,118,85
2019-08-27 02:00:00 +0000 UTC,15.83,15.65,16.2,1023,87,3.71,113,84
2019-08-27 03:00:00 +0000 UTC,14.68,13.84,15.26,1023,97,3.63,112,100
2019-08-27 04:00:00 +0000 UTC,14.64,14.43,15.14,1023,95,3.3,115,99
2019-08-27 05:00:00 +0000 UTC,14.05,12.84,14.59,1023,96,3.18,121,98
2019-08-27 06:00:00 +0000 UTC,13.89,12.64,14.45,1023,95,2.96,124,96
2019-08-27 07:00:00 +0000 UTC,14.03,12.64,14.62,1022,95,2.85,125,75
2019-08-27 08:00:00 +0000 UTC,13.51,12.34,14.11,1023,97,2.76,129,77
2019-08-27 09:00:00 +0000 UTC,13.47,12.84,14.1,1023,96,2.9,131,72
2019-08-27 10:00:00 +0000 UTC,15.43,13.26,16.03,1024,86,2.89,128,83
2019-08-27 11:00:00 +0000 UTC,15.23,15.08,15.35,1025,87,3.9,120,63
2019-08-27 12:00:00 +0000 UTC,15.92,15.6,16.46,1025,87,3.18,111,29
2019-08-27 13:00:00 +0000 UTC,16.7,16.21,20.24,1025,86,3.18,101,7
2019-08-27 14:00:00 +0000 UTC,18.39,17.75,23.46,1025,82,3.3,85,56
2019-08-27 15:00:00 +0000 UTC,23.57,22.74,23.84,1024,55,3.33,74,46
2019-08-27 16:00:00 +0000 UTC,24.77,24.22,25.11,1022,53,3.13,71,43
2019-08-27 17:00:00 +0000 UTC,25.44,24.84,25.87,1021,52,2.46,83,84
2019-08-27 18:00:00 +0000 UTC,25.55,24.91,26.09,1020,52,2.12,111,92
2019-08-27 19:00:00 +0000 UTC,25.19,24.48,26.96,1020,53,2.61,127,100
2019-08-27 20:00:00 +0000 UTC,24.04,23.16,25.96,1021,56,3.18,128,97
2019-08-27 21:00:00 +0000 UTC,21.28,20.53,22.21,1022,69,4.19,129,97
2019-08-27 22:00:00 +0000 UTC,18.8,18.13,19.71,1023,82,4.58,130,93
2019-08-27 23:00:00 +0000 UTC,17.27,17.02,17.82,1024,86,4.43,129,91
2019-08-28 00:00:00 +0000 UTC,16.61,16.34,16.87,1024,87,4.17,126,87
2019-08-28 01:00:00 +0000 UTC,16.12,15.9,16.35,1024,86,4.35,124,96
2019-08-28 02:00:00 +0000 UTC,16.3,15.64,16.66,1024,84,4.2,124,98
2019-08-28 03:00:00 +0000 UTC,15.84,15.14,16.29,1024,89,4.08,125,98
2019-08-28 04:00:00 +0000 UTC,15.83,15.57,16.25,1023,90,3.73,125,99
2019-08-28 05:00:00 +0000 UTC,15.5,14.14,16.01,1023,90,3.59,125,95
2019-08-28 06:00:00 +0000 UTC,14.73,14.14,15.27,1023,91,3.85,124,86
2019-08-28 07:00:00 +0000 UTC,14.52,14.14,15.11,1022,91,3.55,125,94
2019-08-28 08:00:00 +0000 UTC,14.9,14.14,15.47,1023,90,3.61,127,77
2019-08-28 09:00:00 +0000 UTC,14.49,13.24,15.11,1023,92,3.76,127,63
2019-08-28 10:00:00 +0000 UTC,16.23,13.14,16.96,1023,81,3.68,132,78
2019-08-28 11:00:00 +0000 UTC,16.33,14.84,16.95,1024,81,4.62,129,55
2019-08-28 12:00:00 +0000 UTC,17.08,16.49,17.84,1025,81,4.67,121,37
2019-08-28 13:00:00 +0000 UTC,17.34,16.56,19.46,1025,82,4.43,114,14
2019-08-28 14:00:00 +0000 UTC,18.71,17.81,21.76,1024,80,4.34,109,12
2019-08-28 15:00:00 +0000 UTC,22.55,21.6,23.46,1023,56,4.18,105,20
2019-08-28 16:00:00 +0000 UTC,23.16,22.2,24.96,1022,56,3.94,102,25
2019-08-28 17:00:00 +0000 UTC,23.55,22.61,26.26,1021,57,3.81,111,16
2019-08-28 18:00:00 +0000 UTC,23.53,22.63,25.96,1020,57,3.86,119,23
2019-08-28 19:00:00 +0000 UTC,22.98,21.64,25.86,1020,58,4.14,126,33
2019-08-28 20:00:00 +0000 UTC,22.11,20.14,25.26,1021,59,4.34,131,37
2019-08-28 21:00:00 +0000 UTC,19.77,18.14,21.36,1021,70,4.24,131,20
2019-08-28 22:00:00 +0000 UTC,17.21,16.34,17.73,1021,83,3.64,129,6
2019-08-28 23:00:00 +0000 UTC,16.23,15.24,16.59,1022,87,3.33,128,15
2019-08-29 00:00:00 +0000 UTC,15.75,14.74,16.96,1022,89,3.13,125,23
2019-08-29 01:00:00 +0000 UTC,15.48,13.74,16.26,1022,89,2.88,122,32
2019-08-29 02:00:00 +0000 UTC,15.37,14.95,15.76,1022,89,2.79,122,64
2019-08-29 03:00:00 +0000 UTC,14.53,12.84,15.46,1021,99,2.8,125,58
2019-08-29 04:00:00 +0000 UTC,14.65,14.25,15.36,1021,97,2.59,124,70
2019-08-29 05:00:00 +0000 UTC,14.25,13.95,14.76,1021,96,2.62,119,81
2019-08-29 06:00:00 +0000 UTC,13.9,13.55,14.46,1020,96,2.55,117,99
2019-08-29 07:00:00 +0000 UTC,13.76,12.84,14.29,1020,95,2.55,114,99
2019-08-29 08:00:00 +0000 UTC,13.67,12.74,14.23,1020,95,2.49,112,89
2019-08-29 09:00:00 +0000 UTC,13.74,12.34,14.31,1020,95,2.36,109,84
2019-08-29 10:00:00 +0000 UTC,15.2,12.64,15.82,1021,87,2.49,110,94
2019-08-29 11:00:00 +0000 UTC,15.01,14.34,16.36,1021,89,2.83,103,60
2019-08-29 12:00:00 +0000 UTC,15.71,15.03,17.24,1021,88,2.54,105,34
2019-08-29 13:00:00 +0000 UTC,17.12,16.38,17.86,1021,83,2.61,100,25
2019-08-29 14:00:00 +0000 UTC,19.09,18.45,20.26,1021,79,2.54,90,17
2019-08-29 15:00:00 +0000 UTC,25.14,22.64,25.53,1020,48,2.34,84,22
2019-08-29 16:00:00 +0000 UTC,25.95,24.14,26.31,1018,46,2.07,80,15
2019-08-29 17:00:00 +0000 UTC,26.36,25.64,26.66,1017,45,1.88,79,28
2019-08-29 18:00:00 +0000 UTC,26.87,25.84,27.17,1016,43,1.74,81,56
2019-08-29 19:00:00 +0000 UTC,27,26.26,27.26,1016,42,1.87,84,67
2019-08-29 20:00:00 +0000 UTC,26.6,25.14,26.98,1016,45,1.89,103,83
2019-08-29 21:00:00 +0000 UTC,23.1,22.62,24.26,1017,61,2.23,118,69
2019-08-29 22:00:00 +0000 UTC,20.97,20.46,22.46,1018,72,3.05,120,66
2019-08-29 23:00:00 +0000 UTC,19.96,19.6,20.54,1018,77,3.29,124,60
2019-08-30 00:00:00 +0000 UTC,18.72,18.14,19.14,1019,83,3.03,127,37
2019-08-30 01:00:00 +0000 UTC,18.07,17.75,18.42,1019,86,2.67,124,35
2019-08-30 02:00:00 +0000 UTC,17.23,16.64,17.56,1019,87,2.43,115,2
2019-08-30 03:00:00 +0000 UTC,15.58,15.17,16.14,1019,99,2.23,106,5
2019-08-30 04:00:00 +0000 UTC,15.1,14.58,15.74,1018,100,1.98,103,13
2019-08-30 05:00:00 +0000 UTC,14.52,13.8,14.83,1018,100,1.76,109,45
2019-08-30 06:00:00 +0000 UTC,14.24,13.34,14.54,1018,100,1.69,114,100
2019-08-30 07:00:00 +0000 UTC,13.77,12.84,13.98,1017,100,1.83,109,100
2019-08-30 08:00:00 +0000 UTC,13.65,13.24,14.34,1018,100,1.91,103,99
2019-08-30 09:00:00 +0000 UTC,13.4,12.99,15.14,1018,100,1.58,96,62
2019-08-30 10:00:00 +0000 UTC,15.93,15.24,16.96,1019,86,1.9,97,52
2019-08-30 11:00:00 +0000 UTC,16.87,16.25,17.84,1019,86,1.39,76,20
2019-08-30 12:00:00 +0000 UTC,19.09,18.3,19.74,1019,79,1.42,53,0
2019-08-30 13:00:00 +0000 UTC,20.94,20.13,21.64,1018,74,1.7,27,0
2019-08-30 14:00:00 +0000 UTC,22.55,21.76,23.84,1018,70,2.11,4,0
2019-08-30 15:00:00 +0000 UTC,28.35,27.71,29.26,1016,41,2.46,344,0
2019-08-30 16:00:00 +0000 UTC,29.2,28.64,29.76,1015,39,2.78,326,0
2019-08-30 17:00:00 +0000 UTC,29.73,29.14,30.04,1014,37,2.7,307,11
2019-08-30 18:00:00 +0000 UTC,29.99,29.57,30.27,1013,36,2.3,295,11
2019-08-30 19:00:00 +0000 UTC,30.16,29.72,30.47,1013,36,1.85,291,11
2019-08-30 20:00:00 +0000 UTC,29.92,29.77,30.36,1013,35,0.88,280,10
2019-08-30 21:00:00 +0000 UTC,30.55,30.55,30.55,1013,41,0.07,137,1
2019-08-30 22:00:00 +0000 UTC,26.47,24.42,28.84,1014,44,0.65,131,6
2019-08-30 23:00:00 +0000 UTC,24.13,22.65,25.59,1014,50,1.34,123,8
2019-08-31 00:00:00 +0000 UTC,22.27,21.46,23.01,1014,55,2.23,104,22
2019-08-31 01:00:00 +0000 UTC,21.6,21.26,21.92,1014,60,2.36,86,1
2019-08-31 02:00:00 +0000 UTC,20.98,20.78,21.14,1014,66,2.49,73,0
2019-08-31 03:00:00 +0000 UTC,18.58,18.28,20.34,1014,79,2.41,53,1
2019-08-31 04:00:00 +0000 UTC,18.41,18.22,18.96,1014,79,2.04,34,0
2019-08-31 05:00:00 +0000 UTC,18.13,17.64,19.84,1014,79,2.03,27,0
2019-08-31 06:00:00 +0000 UTC,17.12,16.67,18.84,1013,81,2.01,26,2
2019-08-31 07:00:00 +0000 UTC,16.16,15.73,20.36,1013,80,2.02,25,1
2019-08-31 08:00:00 +0000 UTC,15.93,15.5,18.96,1014,80,1.95,28,6
2019-08-31 09:00:00 +0000 UTC,15.26,14.65,19.76,1013,81,2,33,3
2019-08-31 10:00:00 +0000 UTC,19.52,18.99,19.76,1014,66,2.14,59,11
2019-08-31 11:00:00 +0000 UTC,20.63,19.84,21.08,1015,63,2.54,49,27
2019-08-31 12:00:00 +0000 UTC,22.86,22.14,24.26,1015,61,2.23,39,38
2019-08-31 13:00:00 +0000 UTC,25.53,25.01,26.26,1015,56,2.29,29,42
2019-08-31 14:00:00 +0000 UTC,25.96,25.44,26.47,1014,56,2.41,6,48
2019-08-31 15:00:00 +0000 UTC,30.41,29.64,30.9,1014,39,2.81,338,49
2019-08-31 16:00:00 +0000 UTC,31.04,29.84,31.67,1012,38,2.65,332,52
2019-08-31 17:00:00 +0000 UTC,31.32,30.34,32.46,1012,38,3.18,331,61
2019-08-31 18:00:00 +0000 UTC,30.53,29.91,32.76,1011,36,4.03,317,71
2019-08-31 19:00:00 +0000 UTC,30.47,29.87,30.86,1010,36,4.14,306,77
2019-08-31 20:00:00 +0000 UTC,28.98,24.86,29.54,1011,37,4.52,263,91
2019-08-31 21:00:00 +0000 UTC,24.42,23.26,24.77,1013,49,4.37,232,99
2019-08-31 22:00:00 +0000 UTC,21.21,19.76,22.07,1014,68,4.02,209,100
2019-08-31 23:00:00 +0000 UTC,19.28,18.55,20.36,1016,77,1.78,172,100
2019-09-01 00:00:00 +0000 UTC,18.42,17.64,19.06,1016,81,1.9,98,100
2019-09-01 01:00:00 +0000 UTC,18.62,17.14,19.04,1017,83,2.28,83,100
2019-09-01 02:00:00 +0000 UTC,18.1,17.71,18.35,1017,86,2.27,66,100
2019-09-01 03:00:00 +0000 UTC,16.57,16.33,16.98,1016,98,2.94,46,99
2019-09-01 04:00:00 +0000 UTC,16.54,16.14,16.86,1016,98,3.33,32,99
2019-09-01 05:00:00 +0000 UTC,16.57,15.64,16.9,1015,98,3.16,21,98
2019-09-01 06:00:00 +0000 UTC,16.35,15.24,16.96,1014,100,2.1,5,98
2019-09-01 07:00:00 +0000 UTC,16.39,15.14,17.26,1014,100,1.88,9,78
2019-09-01 08:00:00 +0000 UTC,16.85,16.6,17.26,1014,100,1.36,64,43
2019-09-01 09:00:00 +0000 UTC,16.71,15.24,17.46,1014,99,2.18,59,19
2019-09-01 10:00:00 +0000 UTC,16.85,16.32,17.26,1014,96,1.95,48,49
2019-09-01 11:00:00 +0000 UTC,18.07,17.46,18.38,1015,94,1.58,51,79
2019-09-01 12:00:00 +0000 UTC,18.66,18,18.96,1016,91,1.04,232,94
2019-09-01 13:00:00 +0000 UTC,19.19,17.64,20.96,1018,90,0.46,180,100
2019-09-01 14:00:00 +0000 UTC,20.33,16.14,21.43,1018,89,0.77,68,99
2019-09-01 15:00:00 +0000 UTC,18.93,16.34,19.61,1017,83,1.04,2,100
2019-09-01 16:00:00 +0000 UTC,18.19,17.34,18.6,1016,90,2.07,298,100
2019-09-01 17:00:00 +0000 UTC,17.36,17.06,17.64,1016,97,2.35,310,100
2019-09-01 18:00:00 +0000 UTC,17.21,16.91,19.46,1014,96,2.44,344,100
2019-09-01 19:00:00 +0000 UTC,17.69,17.54,17.93,1013,94,3.1,3,100
2019-09-01 20:00:00 +0000 UTC,17.46,17.24,17.65,1013,95,3.15,13,100
2019-09-01 21:00:00 +0000 UTC,17.32,16.84,17.96,1013,95,3,25,100
2019-09-01 22:00:00 +0000 UTC,17.04,16.64,17.76,1014,94,1.71,339,100
2019-09-01 23:00:00 +0000 UTC,17,16.34,17.76,1014,93,1.87,352,100
2019-09-02 00:00:00 +0000 UTC,16.91,16.34,17.62,1015,94,1.29,345,100
2019-09-02 01:00:00 +0000 UTC,16.55,16.26,17.26,1015,96,1.57,325,98
2019-09-02 02:00:00 +0000 UTC,16.63,16.14,17.46,1015,97,1.52,340,99
2019-09-02 03:00:00 +0000 UTC,16.9,15.84,17.53,1015,96,1.07,10,99
2019-09-02 04:00:00 +0000 UTC,16.74,16.32,17.52,1015,96,0.99,81,100
2019-09-02 05:00:00 +0000 UTC,16.74,16.49,17.2,1015,96,1.55,115,100
2019-09-02 06:00:00 +0000 UTC,16.28,16.09,16.96,1015,98,2.25,126,100
2019-09-02 07:00:00 +0000 UTC,16.09,15.84,16.96,1014,99,3.06,125,100
2019-09-02 08:00:00 +0000 UTC,15.26,13.64,16.76,1015,99,3.27,119,100
2019-09-02 09:00:00 +0000 UTC,14.39,13.38,16.76,1015,98,3.39,122,100
2019-09-02 10:00:00 +0000 UTC,15.01,13.84,16.76,1017,96,4.16,125,100
2019-09-02 11:00:00 +0000 UTC,14.47,13.4,17.26,1017,97,3.35,129,100
2019-09-02 12:00:00 +0000 UTC,14.1,13.15,14.74,1018,100,3.5,126,100
2019-09-02 13:00:00 +0000 UTC,13.34,12.54,14.34,1019,100,4,122,100
2019-09-02 14:00:00 +0000 UTC,13.62,12.89,14.34,1018,100,4.34,116,100
2019-09-02 15:00:00 +0000 UTC,14.89,14.13,16.76,1018,92,4.51,113,100
2019-09-02 16:00:00 +0000 UTC,15.14,14.48,15.84,1017,92,4.36,109,100
2019-09-02 17:00:00 +0000 UTC,16.16,15.4,16.9,1016,90,4.03,105,100
2019-09-02 18:00:00 +0000 UTC,16.96,15.93,19.46,1016,89,3.65,104,100
2019-09-02 19:00:00 +0000 UTC,17.45,16.24,19.76,1016,88,3.58,104,100
2019-09-02 20:00:00 +0000 UTC,17.23,15.34,18.46,1016,87,3.19,106,100
2019-09-02 21:00:00 +0000 UTC,16.71,15.14,17.96,1016,86,2.94,108,100
2019-09-02 22:00:00 +0000 UTC,15.49,14.75,17.46,1016,92,2.91,114,100
2019-09-02 23:00:00 +0000 UTC,15.49,14.77,17.26,1017,91,2.63,123,98
2019-09-03 00:00:00 +0000 UTC,15.15,14.52,16.76,1017,91,2.58,128,87
2019-09-03 01:00:00 +0000 UTC,15.2,14.59,16.26,1017,90,2.46,126,81
2019-09-03 02:00:00 +0000 UTC,14.83,14.27,15.96,1017,91,2.32,122,89
2019-09-03 03:00:00 +0000 UTC,14.62,14.1,15.76,1018,94,1.77,123,90
2019-09-03 04:00:00 +0000 UTC,14.97,14.57,15.36,1017,93,1.55,118,78
2019-09-03 05:00:00 +0000 UTC,14.99,14.64,15.29,1017,93,1.65,121,73
2019-09-03 06:00:00 +0000 UTC,14.76,14.46,15.14,1017,93,1.52,117,71
2019-09-03 07:00:00 +0000 UTC,14.25,13.94,14.41,1016,96,1.37,104,93
2019-09-03 08:00:00 +0000 UTC,13.78,13.55,13.96,1016,96,1.36,92,80
2019-09-03 09:00:00 +0000 UTC,14.35,13.76,14.74,1016,96,1.09,77,90
2019-09-03 10:00:00 +0000 UTC,15.51,13.76,15.96,1017,91,1.11,113,100
2019-09-03 11:00:00 +0000 UTC,15.36,15.19,15.63,1018,92,1.51,153,100
2019-09-03 12:00:00 +0000 UTC,16.37,16.01,16.83,1018,94,1.64,152,98
2019-09-03 13:00:00 +0000 UTC,17.01,16.54,17.84,1018,96,1.19,139,92
2019-09-03 14:00:00 +0000 UTC,18.74,17.26,19.08,1018,93,0.32,145,87
2019-09-03 15:00:00 +0000 UTC,22.09,20.26,22.55,1018,76,1.76,309,96
2019-09-03 16:00:00 +0000 UTC,22.57,19.64,23.27,1017,78,2.45,317,95
2019-09-03 17:00:00 +0000 UTC,22.58,19.14,23.1,1016,76,2.26,297,44
2019-09-03 18:00:00 +0000 UTC,22.91,19.34,23.42,1016,75,1.82,297,33
2019-09-03 19:00:00 +0000 UTC,23.23,19.26,24.15,1015,74,1.77,310,34
2019-09-03 20:00:00 +0000 UTC,22.42,19.84,23.01,1016,76,1.28,335,40
2019-09-03 21:00:00 +0000 UTC,20.65,19.34,21.13,1016,89,0.84,17,35
2019-09-03 22:00:00 +0000 UTC,19.81,18.84,20.3,1017,83,1.11,90,28
2019-09-03 23:00:00 +0000 UTC,19.22,18.34,20.11,1018,86,1.98,98,22
2019-09-04 00:00:00 +0000 UTC,18.96,18.34,19.16,1017,88,2.44,110,23
2019-09-04 01:00:00 +0000 UTC,18.38,17.34,18.76,1018,92,2.82,119,44
2019-09-04 02:00:00 +0000 UTC,17.77,16.14,18.36,1019,92,3.2,125,79
2019-09-04 03:00:00 +0000 UTC,16.71,15.84,17.46,1019,93,3.31,129,93
2019-09-04 04:00:00 +0000 UTC,16.49,14.84,17.36,1019,92,2.96,130,100
2019-09-04 05:00:00 +0000 UTC,16.1,15.79,16.76,1019,91,2.89,126,95
2019-09-04 06:00:00 +0000 UTC,15.69,15.42,15.9,1019,90,2.84,122,100
2019-09-04 07:00:00 +0000 UTC,15.66,15.26,15.91,1019,91,2.91,127,93
2019-09-04 08:00:00 +0000 UTC,15.76,13.84,16.08,1020,90,2.97,127,99
2019-09-04 09:00:00 +0000 UTC,15.23,14.14,15.62,1020,92,3.07,127,94
2019-09-04 10:00:00 +0000 UTC,15.55,14.34,15.85,1021,89,3.29,126,100
2019-09-04 11:00:00 +0000 UTC,15.34,14.86,15.6,1022,91,3.18,126,100
