dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
2017-03-18 18:00:00 +0000 UTC,18.53,17.64,18.96,1017,94,4.59,132,100
2017-03-18 19:00:00 +0000 UTC,18.3,17.84,18.78,1017,94,4.33,133,100
2017-03-18 20:00:00 +0000 UTC,18.05,17.97,18.26,1017,93,4.33,132,100
2017-03-18 21:00:00 +0000 UTC,17.85,17.48,18.46,1018,91,4.79,130,100
2017-03-18 22:00:00 +0000 UTC,17.3,17.01,18.46,1019,96,3.87,129,100
2017-03-18 23:00:00 +0000 UTC,17.49,17.21,17.97,1019,95,4.06,121,99
2017-03-19 00:00:00 +0000 UTC,17.65,17.14,18.14,1020,96,4,120,100
2017-03-19 01:00:00 +0000 UTC,17.69,16.84,18.26,1020,96,4.17,122,100
2017-03-19 02:00:00 +0000 UTC,17.7,16.84,18.19,1020,96,4.03,120,99
2017-03-19 03:00:00 +0000 UTC,17.34,16.84,17.96,1019,97,3.97,122,99
2017-03-19 04:00:00 +0000 UTC,17.46,16.64,17.89,1019,97,3.8,122,99
2017-03-19 05:00:00 +0000 UTC,17.23,16.34,17.86,1018,97,3.83,124,100
2017-03-19 06:00:00 +0000 UTC,17.32,16.34,17.77,1018,97,3.8,125,100
2017-03-19 07:00:00 +0000 UTC,17.37,16.34,17.85,1018,97,3.85,125,100
2017-03-19 08:00:00 +0000 UTC,17.46,16.64,17.94,1017,97,3.5,124,100
2017-03-19 09:00:00 +0000 UTC,17.44,16.64,17.95,1018,96,3.3,120,99
2017-03-19 10:00:00 +0000 UTC,18.63,16.64,19.12,1018,90,3.38,130,97
2017-03-19 11:00:00 +0000 UTC,19.31,18.34,19.83,1019,87,4.89,124,94
2017-03-19 12:00:00 +0000 UTC,19.31,18.64,19.68,1019,88,4.62,117,100
2017-03-19 13:00:00 +0000 UTC,19.87,19.34,20.22,1019,87,4.61,114,100
2017-03-19 14:00:00 +0000 UTC,20.38,19.83,20.78,1019,86,4.6,112,100
2017-03-19 15:00:00 +0000 UTC,22.69,20.74,22.99,1018,75,4.45,116,81
2017-03-19 16:00:00 +0000 UTC,23.05,21.46,23.41,1018,75,4.11,123,95
2017-03-19 17:00:00 +0000 UTC,22.9,20.76,23.54,1017,76,4,128,72
2017-03-19 18:00:00 +0000 UTC,21.87,20.86,22.4,1017,78,4.26,137,59
2017-03-19 19:00:00 +0000 UTC,21.81,20.86,22.04,1016,77,4.7,139,73
2017-03-19 20:00:00 +0000 UTC,21.51,19.96,21.76,1016,75,4.76,139,41
2017-03-19 21:00:00 +0000 UTC,20.35,19.24,20.56,1017,80,4.84,138,23
2017-03-19 22:00:00 +0000 UTC,18.84,18.34,19.36,1017,83,4.1,137,25
2017-03-19 23:00:00 +0000 UTC,18.42,17.74,18.76,1018,85,3.89,131,11
2017-03-20 00:00:00 +0000 UTC,17.99,17.64,18.46,1019,86,4.26,128,14
2017-03-20 01:00:00 +0000 UTC,17.97,17.24,18.43,1019,87,4.32,128,6
2017-03-20 02:00:00 +0000 UTC,17.96,17.24,18.51,1020,87,4.17,128,16
2017-03-20 03:00:00 +0000 UTC,17.39,17.24,17.47,1019,91,4.01,127,19
2017-03-20 04:00:00 +0000 UTC,17.31,17.14,17.39,1019,91,4.15,127,38
2017-03-20 05:00:00 +0000 UTC,17.57,16.84,18.32,1018,90,3.83,127,63
2017-03-20 06:00:00 +0000 UTC,17.12,16.86,17.35,1018,91,3.66,127,80
2017-03-20 07:00:00 +0000 UTC,17.37,16.96,17.61,1018,90,3.61,127,73
2017-03-20 08:00:00 +0000 UTC,17.44,17.14,17.63,1018,91,3.43,128,69
2017-03-20 09:00:00 +0000 UTC,17.93,16.34,18.63,1019,89,3.49,130,89
2017-03-20 10:00:00 +0000 UTC,19.37,17.36,20.11,1020,82,4.23,126,45
2017-03-20 11:00:00 +0000 UTC,19.69,18.86,20.33,1020,80,5.26,124,36
2017-03-20 12:00:00 +0000 UTC,20.32,19.91,21.04,1020,79,5.35,122,54
2017-03-20 13:00:00 +0000 UTC,21,20.34,21.76,1020,78,5.11,119,99
2017-03-20 14:00:00 +0000 UTC,21.01,20.8,21.64,1020,79,4.97,117,100
2017-03-20 15:00:00 +0000 UTC,23.21,21.64,24.46,1019,65,4.61,118,100
2017-03-20 16:00:00 +0000 UTC,23.89,22.84,24.96,1019,66,4.58,120,100
2017-03-20 17:00:00 +0000 UTC,24.56,24.21,24.8,1018,65,4.79,122,97
2017-03-20 18:00:00 +0000 UTC,24.35,24.04,24.96,1018,64,4.65,126,90
2017-03-20 19:00:00 +0000 UTC,24.06,22.64,24.6,1018,68,4.68,129,88
2017-03-20 20:00:00 +0000 UTC,23.21,22.72,23.63,1018,70,4.65,131,43
2017-03-20 21:00:00 +0000 UTC,21.65,21.27,21.97,1019,75,4.88,132,32
2017-03-20 22:00:00 +0000 UTC,18.94,18.66,19.16,1020,84,5.33,133,37
2017-03-20 23:00:00 +0000 UTC,18.73,18.46,19.14,1020,85,5.08,131,42
2017-03-21 00:00:00 +0000 UTC,18.54,18.54,18.54,1021,85,5.49,127,26
2017-03-21 01:00:00 +0000 UTC,18.54,18.54,18.54,1021,85,5.54,125,17
2017-03-21 02:00:00 +0000 UTC,18.41,18.41,18.41,1021,85,5.21,124,22
2017-03-21 03:00:00 +0000 UTC,16.74,16.46,16.82,1021,91,4.84,125,9
2017-03-21 04:00:00 +0000 UTC,16.52,16.26,16.68,1021,92,4.56,127,9
2017-03-21 05:00:00 +0000 UTC,16.03,15.71,16.64,1020,92,4.4,130,8
2017-03-21 06:00:00 +0000 UTC,15.6,15.21,16.84,1020,92,4.04,131,6
2017-03-21 07:00:00 +0000 UTC,15.8,15.41,16.86,1020,92,3.65,133,14
2017-03-21 08:00:00 +0000 UTC,15.59,15.18,16.76,1020,92,3.26,136,23
2017-03-21 09:00:00 +0000 UTC,15.25,14.81,16.26,1021,93,3.2,138,62
2017-03-21 10:00:00 +0000 UTC,18.22,16.76,18.96,1021,83,2.81,135,67
2017-03-21 11:00:00 +0000 UTC,18.86,16.84,19.67,1022,81,4.37,134,70
2017-03-21 12:00:00 +0000 UTC,19.46,19.1,20.11,1022,80,4.82,127,77
2017-03-21 13:00:00 +0000 UTC,19.66,19.28,21.46,1022,80,4.87,121,85
2017-03-21 14:00:00 +0000 UTC,20.58,20.14,23.14,1022,78,4.81,118,71
2017-03-21 15:00:00 +0000 UTC,24.45,22.74,24.75,1021,56,4.56,115,84
2017-03-21 16:00:00 +0000 UTC,25.72,23.84,26.07,1020,53,4.26,115,79
2017-03-21 17:00:00 +0000 UTC,26.22,25.24,26.38,1019,52,4.13,120,95
2017-03-21 18:00:00 +0000 UTC,25.7,25.14,26.18,1019,56,4.16,122,100
2017-03-21 19:00:00 +0000 UTC,25.22,23.84,25.85,1019,62,4.33,128,88
2017-03-21 20:00:00 +0000 UTC,24.24,23.79,24.66,1019,66,4.63,134,63
2017-03-21 21:00:00 +0000 UTC,22.98,22.65,23.39,1019,76,4.82,137,19
2017-03-21 22:00:00 +0000 UTC,20.25,19.24,20.96,1020,85,4.87,135,70
2017-03-21 23:00:00 +0000 UTC,19.75,19.56,20.01,1020,86,4.8,133,98
2017-03-22 00:00:00 +0000 UTC,19.73,17.84,20.15,1021,86,4.83,130,74
2017-03-22 01:00:00 +0000 UTC,19.65,17.64,20.14,1021,86,4.87,126,71
2017-03-22 02:00:00 +0000 UTC,19.67,17.34,20.12,1021,85,4.94,123,69
2017-03-22 03:00:00 +0000 UTC,18.58,17.34,19.2,1021,92,4.67,122,77
2017-03-22 04:00:00 +0000 UTC,18.57,16.84,19.24,1021,91,4.45,122,91
2017-03-22 05:00:00 +0000 UTC,18,16.64,18.64,1021,90,4.37,123,97
2017-03-22 06:00:00 +0000 UTC,17.68,16.34,18.36,1020,92,4.42,124,62
2017-03-22 07:00:00 +0000 UTC,17.52,16.34,18.27,1020,91,4.09,123,56
2017-03-22 08:00:00 +0000 UTC,17.09,15.74,17.96,1020,93,3.62,126,65
2017-03-22 09:00:00 +0000 UTC,17.1,15.64,17.94,1021,94,3.34,129,49
2017-03-22 10:00:00 +0000 UTC,19.82,16.64,20.55,1021,78,2.87,126,29
2017-03-22 11:00:00 +0000 UTC,20.65,19.24,21.35,1022,78,3.3,120,5
2017-03-22 12:00:00 +0000 UTC,21.09,20.36,21.8,1022,80,3.58,111,1
2017-03-22 13:00:00 +0000 UTC,21.88,21.52,23.26,1021,79,3.66,102,1
2017-03-22 14:00:00 +0000 UTC,22.6,22.06,26.36,1021,79,3.47,97,0
2017-03-22 15:00:00 +0000 UTC,26.56,26.14,26.96,1020,57,3.22,95,4
2017-03-22 16:00:00 +0000 UTC,26.92,25.84,27.46,1019,57,2.82,96,17
2017-03-22 17:00:00 +0000 UTC,27.25,26.73,27.76,1018,56,2.19,103,28
2017-03-22 18:00:00 +0000 UTC,27.14,25.64,27.76,1017,55,2,111,43
2017-03-22 19:00:00 +0000 UTC,27.14,26.64,27.37,1017,53,2.45,118,62
2017-03-22 20:00:00 +0000 UTC,26.74,26.31,26.97,1017,52,3.32,120,21
2017-03-22 21:00:00 +0000 UTC,25.13,24.69,25.76,1017,68,4.08,125,8
2017-03-22 22:00:00 +0000 UTC,21.94,20.64,22.56,1018,77,4.68,128,9
2017-03-22 23:00:00 +0000 UTC,20.73,19.64,21.26,1019,82,4.74,130,13
2017-03-23 00:00:00 +0000 UTC,20.4,19.96,20.72,1020,83,4.39,130,8
2017-03-23 01:00:00 +0000 UTC,19.91,18.24,20.31,1020,84,4.14,130,14
2017-03-23 02:00:00 +0000 UTC,19.63,17.84,20.11,1020,85,3.96,125,23
2017-03-23 03:00:00 +0000 UTC,18.37,17.14,18.91,1020,94,3.63,122,42
2017-03-23 04:00:00 +0000 UTC,18.7,16.84,19.33,1019,93,3.42,123,57
2017-03-23 05:00:00 +0000 UTC,17.91,16.64,18.55,1019,93,3.43,124,74
2017-03-23 06:00:00 +0000 UTC,17.58,16.64,18.22,1018,94,3.03,120,67
2017-03-23 07:00:00 +0000 UTC,17.36,16.84,18.04,1018,94,2.81,120,74
2017-03-23 08:00:00 +0000 UTC,17.35,16.64,18.04,1018,94,2.58,128,74
2017-03-23 09:00:00 +0000 UTC,17.18,16.34,17.99,1019,95,2.38,132,65
2017-03-23 10:00:00 +0000 UTC,19.43,17.34,20.16,1019,84,2.84,129,70
2017-03-23 11:00:00 +0000 UTC,19.31,18.76,19.91,1020,85,3.15,119,42
2017-03-23 12:00:00 +0000 UTC,20.14,19.82,21.64,1019,82,2.99,108,54
2017-03-23 13:00:00 +0000 UTC,20.74,20.44,22.24,1019,80,2.72,90,65
2017-03-23 14:00:00 +0000 UTC,21.63,21.22,24.84,1018,80,2.49,75,40
2017-03-23 15:00:00 +0000 UTC,26.17,25.96,26.31,1017,56,2.18,64,30
2017-03-23 16:00:00 +0000 UTC,27.05,26.61,27.54,1016,55,1.1,65,13
2017-03-23 17:00:00 +0000 UTC,27.98,27.14,28.53,1016,53,0.33,131,24
2017-03-23 18:00:00 +0000 UTC,27.69,26.96,28.2,1015,52,0.44,160,29
2017-03-23 19:00:00 +0000 UTC,27.87,26.84,28.42,1014,49,0.75,133,19
2017-03-23 20:00:00 +0000 UTC,27.32,26.46,27.49,1014,49,1.49,108,20
2017-03-23 21:00:00 +0000 UTC,25.18,24.81,25.41,1014,64,1.86,123,24
2017-03-23 22:00:00 +0000 UTC,22.25,21.64,22.48,1015,73,2.5,119,18
2017-03-23 23:00:00 +0000 UTC,21.75,21.14,22.96,1015,80,3.54,122,10
2017-03-24 00:00:00 +0000 UTC,21.06,19.84,21.76,1016,86,3.66,119,12
2017-03-24 01:00:00 +0000 UTC,20.64,20.38,21,1016,88,3.19,117,67
2017-03-24 02:00:00 +0000 UTC,20.73,19.14,21.22,1016,88,2.86,118,27
2017-03-24 03:00:00 +0000 UTC,19.64,18.84,20.14,1016,94,2.66,122,45
2017-03-24 04:00:00 +0000 UTC,19.43,18.64,19.98,1016,93,2.64,132,97
2017-03-24 05:00:00 +0000 UTC,18.87,18.34,19.38,1016,94,2.73,137,98
2017-03-24 06:00:00 +0000 UTC,18.38,17.84,18.87,1015,93,2.34,141,94
2017-03-24 07:00:00 +0000 UTC,18.34,17.74,18.88,1015,92,2.17,142,83
2017-03-24 08:00:00 +0000 UTC,18.28,17.34,18.89,1015,91,2.2,134,100
2017-03-24 09:00:00 +0000 UTC,18.26,17.24,18.89,1015,92,1.83,124,96
2017-03-24 10:00:00 +0000 UTC,20.45,17.76,21.22,1016,81,2.6,125,97
2017-03-24 11:00:00 +0000 UTC,20.12,18.46,20.9,1017,85,2.47,118,99
2017-03-24 12:00:00 +0000 UTC,19.96,19.53,21.76,1017,86,1.81,112,72
2017-03-24 13:00:00 +0000 UTC,21.39,20.93,25.26,1016,84,1.19,117,65
2017-03-24 14:00:00 +0000 UTC,22.2,21.79,26.46,1016,84,0.89,122,21
2017-03-24 15:00:00 +0000 UTC,27.07,25.84,27.55,1015,58,0.7,110,4
2017-03-24 16:00:00 +0000 UTC,27.75,27.14,28.22,1014,56,0.06,109,17
2017-03-24 17:00:00 +0000 UTC,28.2,27.88,28.82,1013,54,0.72,256,25
2017-03-24 18:00:00 +0000 UTC,28.36,28.02,29.07,1012,53,0.93,246,18
2017-03-24 19:00:00 +0000 UTC,28.73,27.84,29.48,1012,50,0.79,246,27
2017-03-24 20:00:00 +0000 UTC,28.44,27.46,29,1012,48,0.25,249,26
2017-03-24 21:00:00 +0000 UTC,26.63,25.96,26.85,1012,68,0.94,134,29
2017-03-24 22:00:00 +0000 UTC,23.34,22.72,24.96,1012,77,1.48,126,61
2017-03-24 23:00:00 +0000 UTC,22.87,22.82,23.14,1013,75,2.03,129,53
2017-03-25 00:00:00 +0000 UTC,22.62,21.96,22.81,1014,76,2.31,132,50
2017-03-25 01:00:00 +0000 UTC,22.16,21.87,22.39,1015,78,2.25,119,43
2017-03-25 02:00:00 +0000 UTC,21.8,21.46,22,1015,81,2.32,112,29
2017-03-25 03:00:00 +0000 UTC,20.65,20.24,21.46,1014,92,2.09,113,29
2017-03-25 04:00:00 +0000 UTC,19.8,19.52,20.12,1014,95,1.88,112,32
2017-03-25 05:00:00 +0000 UTC,19.38,19.14,19.79,1013,95,1.84,117,34
2017-03-25 06:00:00 +0000 UTC,18.68,18.27,19.96,1013,96,1.5,120,33
2017-03-25 07:00:00 +0000 UTC,18.55,18.13,19.76,1013,96,1.17,121,12
2017-03-25 08:00:00 +0000 UTC,18.53,18.14,19.26,1013,97,1.06,135,5
2017-03-25 09:00:00 +0000 UTC,17.83,17.51,18.96,1013,100,1.03,142,9
2017-03-25 10:00:00 +0000 UTC,20.95,20.44,21.26,1014,87,0.77,110,8
2017-03-25 11:00:00 +0000 UTC,22.02,21.34,22.23,1015,84,0.61,88,2
2017-03-25 12:00:00 +0000 UTC,23.27,22.14,23.76,1015,78,0.97,71,1
2017-03-25 13:00:00 +0000 UTC,24.1,23.87,24.69,1015,74,0.81,43,0
2017-03-25 14:00:00 +0000 UTC,25.24,24.87,27.96,1014,74,0.59,316,3
2017-03-25 15:00:00 +0000 UTC,29.07,27.84,29.53,1014,55,1.49,265,8
2017-03-25 16:00:00 +0000 UTC,28.89,27.74,29.41,1013,55,2.33,257,34
2017-03-25 17:00:00 +0000 UTC,28.75,28.63,28.91,1012,57,2.79,252,53
2017-03-25 18:00:00 +0000 UTC,28.68,27.97,29.56,1012,58,2.46,219,45
2017-03-25 19:00:00 +0000 UTC,28.18,27.42,29.46,1012,64,2.8,174,48
2017-03-25 20:00:00 +0000 UTC,27.18,26.8,28.46,1012,66,4.33,154,46
2017-03-25 21:00:00 +0000 UTC,25.33,22.24,25.58,1013,76,4.56,137,44
2017-03-25 22:00:00 +0000 UTC,22.06,21.59,22.58,1014,87,4.52,123,45
2017-03-25 23:00:00 +0000 UTC,21.4,20.64,21.74,1014,88,4.62,120,51
2017-03-26 00:00:00 +0000 UTC,20.83,20.62,21.01,1015,87,4.22,115,53
2017-03-26 01:00:00 +0000 UTC,20.87,20.46,21.13,1016,86,3.49,116,55
2017-03-26 02:00:00 +0000 UTC,20.77,18.84,21.13,1016,85,2.99,120,95
2017-03-26 03:00:00 +0000 UTC,19.07,17.84,19.5,1016,95,2.84,118,97
2017-03-26 04:00:00 +0000 UTC,19.07,17.64,19.59,1016,94,2.71,118,92
2017-03-26 05:00:00 +0000 UTC,18.55,17.34,19.01,1016,93,2.53,118,100
2017-03-26 06:00:00 +0000 UTC,17.9,17.6,18.27,1015,94,1.89,111,97
2017-03-26 07:00:00 +0000 UTC,17.42,16.64,17.76,1015,94,1.85,113,86
2017-03-26 08:00:00 +0000 UTC,17.14,15.84,17.96,1015,95,1.93,118,96
2017-03-26 09:00:00 +0000 UTC,17.07,15.74,17.96,1015,95,2.1,122,88
2017-03-26 10:00:00 +0000 UTC,19.12,18.46,19.59,1016,84,2.19,125,72
2017-03-26 11:00:00 +0000 UTC,19.73,19.14,20.25,1017,83,3.34,125,72
2017-03-26 12:00:00 +0000 UTC,20.31,20.03,21.14,1017,83,3.12,119,51
2017-03-26 13:00:00 +0000 UTC,21.33,21.05,23.64,1016,82,3.26,114,34
2017-03-26 14:00:00 +0000 UTC,22.33,21.89,25.26,1016,80,3.14,117,7
2017-03-26 15:00:00 +0000 UTC,25.58,25.2,26.26,1015,60,2.99,116,39
2017-03-26 16:00:00 +0000 UTC,25.98,25.55,27.14,1014,59,2.59,119,62
2017-03-26 17:00:00 +0000 UTC,26.4,25.99,26.96,1014,58,2.31,127,98
2017-03-26 18:00:00 +0000 UTC,26.37,26.08,26.51,1013,57,2.54,138,98
2017-03-26 19:00:00 +0000 UTC,26.43,26.27,26.96,1013,55,3.48,141,100
2017-03-26 20:00:00 +0000 UTC,26.05,25.46,26.35,1013,54,4.28,135,99
2017-03-26 21:00:00 +0000 UTC,24,23.76,24.44,1013,71,4.92,130,18
2017-03-26 22:00:00 +0000 UTC,21.33,20.84,21.96,1014,80,4.58,118,6
2017-03-26 23:00:00 +0000 UTC,20.5,19.84,20.96,1015,82,4.32,115,8
2017-03-27 00:00:00 +0000 UTC,20.02,19.14,20.35,1016,84,3.57,111,53
2017-03-27 01:00:00 +0000 UTC,19.45,18.64,19.84,1017,86,3.22,110,53
2017-03-27 02:00:00 +0000 UTC,19.32,18.14,19.79,1016,86,2.99,110,46
2017-03-27 03:00:00 +0000 UTC,17.85,17.43,18.76,1017,96,2.12,102,82
2017-03-27 04:00:00 +0000 UTC,17.96,17.63,18.76,1017,95,1.71,106,100
2017-03-27 05:00:00 +0000 UTC,17.97,17.63,18.76,1016,94,1.87,125,100
2017-03-27 06:00:00 +0000 UTC,17.71,17.34,18.76,1016,94,1.61,131,100
2017-03-27 07:00:00 +0000 UTC,17.82,17.44,18.76,1015,94,1.85,123,100
2017-03-27 08:00:00 +0000 UTC,18.12,17.73,18.83,1016,92,2.49,127,100
2017-03-27 09:00:00 +0000 UTC,18.02,17.59,18.77,1016,90,3.07,132,99
2017-03-27 10:00:00 +0000 UTC,19.27,18.14,19.89,1017,87,2.03,124,100
2017-03-27 11:00:00 +0000 UTC,19.76,18.64,20.36,1018,86,2.92,115,99
2017-03-27 12:00:00 +0000 UTC,20.64,18.34,21.26,1018,84,3.05,122,100
2017-03-27 13:00:00 +0000 UTC,21.06,20.14,21.43,1017,84,3.36,115,100
2017-03-27 14:00:00 +0000 UTC,21.44,20.64,21.96,1017,84,3.29,95,100
2017-03-27 15:00:00 +0000 UTC,23.73,22.76,24.08,1017,73,2.65,100,100
2017-03-27 16:00:00 +0000 UTC,23.31,22.63,23.69,1016,74,2.49,117,100
2017-03-27 17:00:00 +0000 UTC,23.59,22.96,23.9,1015,74,2.69,126,100
2017-03-27 18:00:00 +0000 UTC,23.07,22.47,23.96,1015,75,3.03,131,98
2017-03-27 19:00:00 +0000 UTC,23.12,22.65,23.38,1015,76,3.13,132,100
2017-03-27 20:00:00 +0000 UTC,22.82,21.96,23.14,1015,77,3.07,131,100
2017-03-27 21:00:00 +0000 UTC,21.6,21.26,21.86,1014,82,3.58,129,97
2017-03-27 22:00:00 +0000 UTC,20.35,20.05,20.52,1015,86,3.85,125,84
2017-03-27 23:00:00 +0000 UTC,19.91,19.62,20.17,1015,87,3.94,125,79
2017-03-28 00:00:00 +0000 UTC,19.69,19.42,20.05,1016,88,3.87,127,70
2017-03-28 01:00:00 +0000 UTC,19.51,19.26,19.97,1017,89,3.79,130,78
2017-03-28 02:00:00 +0000 UTC,19.27,17.84,19.82,1017,88,3.75,129,96
2017-03-28 03:00:00 +0000 UTC,18.85,18.6,19.44,1018,92,3.44,131,97
2017-03-28 04:00:00 +0000 UTC,18.93,17.14,19.52,1017,91,3.2,129,98
2017-03-28 05:00:00 +0000 UTC,18.79,17.14,19.36,1017,91,3.41,128,97
2017-03-28 06:00:00 +0000 UTC,18.51,18.26,19.08,1016,90,3.28,130,91
2017-03-28 07:00:00 +0000 UTC,18.38,16.84,18.97,1016,90,3.29,134,59
2017-03-28 08:00:00 +0000 UTC,18.06,16.64,18.64,1016,91,3.32,139,57
2017-03-28 09:00:00 +0000 UTC,17.93,16.64,18.62,1016,91,3.84,138,74
2017-03-28 10:00:00 +0000 UTC,19.58,16.84,20.36,1017,81,3.09,126,83
2017-03-28 11:00:00 +0000 UTC,20.37,19.26,21.07,1018,80,4.74,126,80
2017-03-28 12:00:00 +0000 UTC,20.62,20.14,21.2,1018,80,4.65,120,79
2017-03-28 13:00:00 +0000 UTC,21.35,20.88,22.96,1018,78,4.28,112,63
2017-03-28 14:00:00 +0000 UTC,21.6,21.31,22.14,1018,79,3.8,106,59
2017-03-28 15:00:00 +0000 UTC,25.07,23.84,25.23,1018,67,3.66,112,37
2017-03-28 16:00:00 +0000 UTC,25.82,24.64,26.26,1017,67,3.49,122,48
2017-03-28 17:00:00 +0000 UTC,25.42,23.84,26.86,1016,68,3.58,131,55
2017-03-28 18:00:00 +0000 UTC,24.68,23.84,25.36,1016,68,4.39,130,65
2017-03-28 19:00:00 +0000 UTC,24.75,22.14,26.46,1017,66,5.12,134,70
2017-03-28 20:00:00 +0000 UTC,24.81,24.55,25.46,1017,66,4.95,137,48
2017-03-28 21:00:00 +0000 UTC,22.76,22.49,22.95,1017,77,4.72,139,45
2017-03-28 22:00:00 +0000 UTC,19.56,18.84,19.84,1017,91,4.43,135,42
2017-03-28 23:00:00 +0000 UTC,19.51,18.64,20.26,1018,91,4.77,135,48
2017-03-29 00:00:00 +0000 UTC,19.63,18.24,20.15,1018,89,4.96,133,63
2017-03-29 01:00:00 +0000 UTC,20.03,18.34,20.6,1019,86,4.84,130,82
2017-03-29 02:00:00 +0000 UTC,20.05,18.34,20.56,1019,84,4.66,128,90
2017-03-29 03:00:00 +0000 UTC,18.84,18.14,19.3,1019,91,4.18,126,89
2017-03-29 04:00:00 +0000 UTC,18.42,17.64,18.89,1019,91,4.42,121,76
2017-03-29 05:00:00 +0000 UTC,18.08,17.24,18.56,1018,92,4.04,117,88
2017-03-29 06:00:00 +0000 UTC,17.92,17.34,18.48,1018,93,3.76,117,86
2017-03-29 07:00:00 +0000 UTC,17.78,17.14,18.35,1018,93,3.61,119,87
2017-03-29 08:00:00 +0000 UTC,17.35,17.14,17.5,1018,92,4.18,117,93
2017-03-29 09:00:00 +0000 UTC,17.45,16.64,18.04,1018,92,3.75,117,93
2017-03-29 10:00:00 +0000 UTC,19.68,17.24,20.27,1018,77,3.62,111,64
2017-03-29 11:00:00 +0000 UTC,19.95,19.36,20.48,1019,79,3.73,110,34
2017-03-29 12:00:00 +0000 UTC,20.36,19.84,21.46,1020,79,3.71,111,28
2017-03-29 13:00:00 +0000 UTC,20.47,19.34,22.46,1019,77,3.86,114,28
2017-03-29 14:00:00 +0000 UTC,20.89,20.52,21.64,1019,76,4,118,28
2017-03-29 15:00:00 +0000 UTC,23.89,23.59,24.36,1019,58,4.26,125,20
2017-03-29 16:00:00 +0000 UTC,24.7,23.24,25.21,1017,55,4.39,127,28
2017-03-29 17:00:00 +0000 UTC,25.01,23.64,25.53,1017,52,4.5,128,43
2017-03-29 18:00:00 +0000 UTC,25.41,25.14,25.7,1016,49,4.7,130,51
2017-03-29 19:00:00 +0000 UTC,24.85,24.14,25.14,1016,50,4.97,135,46
2017-03-29 20:00:00 +0000 UTC,24.17,23.93,24.57,1016,56,4.93,138,12
2017-03-29 21:00:00 +0000 UTC,21.58,20.84,22.1,1016,73,4.71,138,13
2017-03-29 22:00:00 +0000 UTC,19.09,18.91,19.29,1016,85,4.94,133,7
2017-03-29 23:00:00 +0000 UTC,18.57,18.34,19.46,1017,87,4.91,133,18
2017-03-30 00:00:00 +0000 UTC,18.26,18.2,18.34,1018,86,5.2,132,44
2017-03-30 01:00:00 +0000 UTC,18.18,17.36,18.83,1017,85,5.3,130,52
2017-03-30 02:00:00 +0000 UTC,18.07,16.74,18.66,1018,84,5.15,127,42
2017-03-30 03:00:00 +0000 UTC,16.73,16.59,16.96,1017,92,4.7,122,40
2017-03-30 04:00:00 +0000 UTC,16.53,16.38,16.86,1017,93,4.25,118,32
2017-03-30 05:00:00 +0000 UTC,16.95,16.26,17.68,1017,90,4.04,115,60
2017-03-30 06:00:00 +0000 UTC,16.54,16.26,16.71,1017,90,4.03,114,73
2017-03-30 07:00:00 +0000 UTC,17.01,15.64,17.74,1017,89,3.84,119,53
2017-03-30 08:00:00 +0000 UTC,16.71,15.76,17.34,1017,90,3.59,125,75
2017-03-30 09:00:00 +0000 UTC,15.88,15.64,16.21,1017,92,3.55,129,80
2017-03-30 10:00:00 +0000 UTC,18.9,15.64,19.49,1018,78,3.45,119,49
2017-03-30 11:00:00 +0000 UTC,19.07,17.84,19.76,1018,80,4.26,115,32
2017-03-30 12:00:00 +0000 UTC,19.73,19.32,20.86,1019,77,4.16,109,15
2017-03-30 13:00:00 +0000 UTC,20.37,20.02,21.34,1018,76,4.03,104,14
2017-03-30 14:00:00 +0000 UTC,20.99,20.57,22.76,1018,76,3.5,99,22
2017-03-30 15:00:00 +0000 UTC,24.2,22.64,24.96,1017,57,2.65,99,44
2017-03-30 16:00:00 +0000 UTC,24.46,24.14,24.72,1016,58,2.29,113,41
2017-03-30 17:00:00 +0000 UTC,24.62,24.3,24.81,1015,57,2.42,125,36
2017-03-30 18:00:00 +0000 UTC,24.57,24.4,25.14,1014,55,2.82,134,58
2017-03-30 19:00:00 +0000 UTC,24.13,23.34,25.26,1015,57,3.58,137,93
2017-03-30 20:00:00 +0000 UTC,23.98,23.71,24.41,1015,59,4.41,136,80
2017-03-30 21:00:00 +0000 UTC,22.5,22.24,23.06,1015,69,4.58,135,60
2017-03-30 22:00:00 +0000 UTC,18.72,18.49,19.11,1016,84,4.36,127,12
2017-03-30 23:00:00 +0000 UTC,18.1,17.34,18.96,1017,86,4.38,125,9
2017-03-31 00:00:00 +0000 UTC,17.68,16.84,18.08,1017,88,4.41,125,10
2017-03-31 01:00:00 +0000 UTC,17.64,16.64,18.16,1018,88,4.42,124,7
2017-03-31 02:00:00 +0000 UTC,17.69,16.34,18.26,1017,86,4.38,124,14
2017-03-31 03:00:00 +0000 UTC,16.17,16,16.36,1018,94,4.26,125,20
2017-03-31 04:00:00 +0000 UTC,16.17,16,16.4,1018,93,3.97,124,11
2017-03-31 05:00:00 +0000 UTC,15.9,15.51,16.5,1018,93,3.59,125,12
2017-03-31 06:00:00 +0000 UTC,15.77,15.34,16.46,1018,93,3.24,126,14
2017-03-31 07:00:00 +0000 UTC,15.69,15.14,16.25,1018,92,2.96,129,8
2017-03-31 08:00:00 +0000 UTC,15.38,15.14,15.53,1018,94,2.81,131,8
